window,n_test,sharpe,max_drawdown,win_rate,profit_factor,total_return,n_trades,total_pnl,final_capital
67,21,1.474,-0.0006,1.0,inf,0.0004,1,3.96,10228.13
68,21,-3.324,-0.0012,0.0,0.0,-0.0008,2,-8.08,10219.68
69,21,-1.452,-0.001,0.5,0.225,-0.0005,2,-5.33,10213.97
70,21,4.296,-0.0002,0.6,5.612,0.0008,5,7.86,10221.66
71,21,-4.417,-0.0001,0.5,0.06,-0.0001,2,-1.31,10220.32
72,21,6.182,-0.0004,0.5,inf,0.0015,2,15.7,10235.6
73,21,2.392,-0.0007,1.0,inf,0.0006,1,5.9,10241.22
74,21,0.517,-0.0007,1.0,inf,0.0001,1,1.1,10242.09
75,21,9.751,-0.0005,1.0,inf,0.0017,1,17.71,10259.47
76,21,1.499,-0.0014,0.6667,1.704,0.0007,3,8.0,10266.71
77,21,1.542,-0.0012,0.25,1.553,0.0005,4,5.84,10271.77
78,21,-0.661,-0.0009,0.5,0.819,-0.0002,2,-1.41,10269.87
79,21,-1.004,-0.0007,0.0,0.0,-0.0003,1,-2.61,10267.02
80,21,1.529,-0.0005,1.0,inf,0.0004,1,3.76,10270.59
